,Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
4045,30.0,69,4.0,39.0,partly cloudy,1008.56,3,Autumn,7.0,mountain,Cloudy
7781,20.0,61,4.5,39.0,partly cloudy,1008.47,3,Spring,7.5,mountain,Cloudy
12081,26.0,54,2.5,13.0,partly cloudy,1014.33,9,Winter,6.0,coastal,Sunny
5621,36.0,26,6.0,36.0,cloudy,883.59,13,Autumn,6.0,coastal,Rainy
11357,38.0,30,9.0,1.0,clear,1013.57,5,Summer,5.5,coastal,Sunny
598,22.0,57,5.0,2.0,clear,1026.21,5,Autumn,8.0,mountain,Sunny
8447,32.0,91,11.0,76.0,overcast,1016.31,0,Spring,2.5,mountain,Rainy
3073,0.0,67,8.5,54.0,overcast,989.27,1,Winter,5.0,mountain,Snowy
3349,-4.0,108,0.5,92.0,overcast,985.17,5,Winter,2.0,inland,Snowy
4086,26.0,61,6.0,31.0,overcast,1006.26,2,Spring,7.0,inland,Cloudy
4218,26.0,95,5.0,96.0,overcast,1003.36,3,Spring,1.0,inland,Rainy
690,44.0,64,9.0,15.0,partly cloudy,1025.71,5,Summer,8.5,inland,Sunny
12741,23.0,99,12.0,61.0,overcast,1001.71,0,Winter,2.5,inland,Rainy
5777,13.0,83,14.0,98.0,overcast,991.68,3,Spring,2.5,coastal,Rainy
12558,49.0,73,1.5,101.0,clear,1017.37,1,Summer,7.5,mountain,Sunny
2686,-10.0,90,3.5,73.0,overcast,989.85,0,Winter,1.5,inland,Snowy
1815,31.0,71,3.0,36.0,overcast,1010.9,4,Winter,6.5,inland,Cloudy
5188,-2.0,71,12.0,97.0,partly cloudy,990.29,1,Winter,3.0,inland,Snowy
7272,33.0,69,5.0,0.0,clear,1018.36,11,Winter,7.0,mountain,Sunny
4506,-10.0,40,12.5,43.0,overcast,1189.4,0,Spring,2.0,inland,Cloudy
5670,-2.0,60,13.5,75.0,overcast,997.81,1,Winter,4.5,mountain,Snowy
3718,33.0,62,6.0,50.0,partly cloudy,1009.28,3,Winter,2.0,coastal,Rainy
7904,23.0,91,16.0,92.0,overcast,1006.15,0,Winter,1.0,inland,Rainy
7352,16.0,95,11.5,82.0,overcast,996.01,1,Autumn,3.0,inland,Rainy
8739,21.0,47,5.0,14.0,clear,1018.31,10,Winter,5.5,coastal,Sunny
11982,28.0,97,8.0,67.0,overcast,1009.78,2,Summer,1.5,coastal,Rainy
2813,31.0,70,14.5,20.0,partly cloudy,1017.94,4,Summer,8.5,inland,Cloudy
8482,37.0,31,9.5,5.0,partly cloudy,1023.81,6,Spring,8.0,coastal,Sunny
12102,10.0,51,4.0,26.0,overcast,1000.48,2,Autumn,8.5,inland,Cloudy
7657,-7.0,91,5.0,63.0,overcast,995.44,1,Winter,2.5,mountain,Snowy
2365,26.0,70,17.5,94.0,overcast,990.94,0,Autumn,4.5,coastal,Rainy
12467,3.0,89,19.0,67.0,overcast,995.64,0,Winter,5.0,inland,Snowy
11870,-3.0,89,13.5,93.0,overcast,996.79,1,Winter,4.5,mountain,Snowy
1379,22.0,77,13.0,36.0,partly cloudy,1019.44,2,Winter,5.0,inland,Cloudy
11589,-3.0,61,5.0,69.0,overcast,981.12,1,Winter,1.5,mountain,Snowy
5943,12.0,84,10.0,82.0,overcast,1004.16,3,Autumn,3.5,inland,Rainy
11808,15.0,68,9.5,42.0,partly cloudy,1009.05,2,Summer,7.0,inland,Cloudy
10318,19.0,77,14.5,91.0,partly cloudy,994.14,0,Spring,2.0,coastal,Rainy
4021,12.0,64,11.5,47.0,overcast,1015.12,4,Winter,8.0,inland,Cloudy
1426,36.0,29,7.5,8.0,partly cloudy,1025.76,9,Summer,8.0,inland,Sunny
9458,2.0,33,7.5,92.0,cloudy,1123.36,5,Summer,8.0,coastal,Sunny
2197,31.0,68,8.0,16.0,clear,1022.01,6,Summer,7.0,coastal,Sunny
6759,41.0,83,1.5,88.0,clear,1015.85,4,Summer,3.0,inland,Sunny
5582,27.0,79,4.5,31.0,overcast,1010.97,1,Spring,9.0,mountain,Cloudy
7287,-9.0,59,0.5,10.0,cloudy,800.83,4,Autumn,15.5,mountain,Sunny
9193,30.0,74,0.5,14.0,partly cloudy,1007.28,2,Autumn,5.5,inland,Cloudy
5354,36.0,105,1.0,83.0,overcast,1014.89,1,Spring,11.0,inland,Cloudy
11368,11.0,74,18.0,94.0,overcast,1001.37,1,Winter,4.5,inland,Rainy
4136,5.0,78,7.5,18.0,partly cloudy,856.01,3,Autumn,19.0,mountain,Rainy
6913,3.0,72,9.0,53.0,overcast,986.93,1,Winter,1.5,inland,Snowy
8505,39.0,91,31.0,103.0,overcast,1012.4,8,Summer,2.0,coastal,Rainy
12598,34.0,69,4.0,10.0,overcast,1015.61,2,Autumn,8.0,coastal,Cloudy
7328,25.0,58,3.0,9.0,clear,1024.92,5,Summer,9.5,coastal,Sunny
200,28.0,65,13.5,48.0,partly cloudy,1013.19,4,Summer,5.5,mountain,Cloudy
8607,25.0,77,16.0,78.0,overcast,996.52,1,Summer,4.5,mountain,Rainy
9250,29.0,69,10.5,44.0,overcast,1001.44,2,Winter,8.0,inland,Cloudy
853,34.0,78,9.0,42.0,partly cloudy,1005.0,1,Winter,8.5,inland,Cloudy
2573,14.0,88,6.5,60.0,overcast,1016.66,0,Autumn,3.0,mountain,Rainy
10020,22.0,50,4.0,18.0,overcast,1011.34,1,Winter,7.5,inland,Cloudy
6236,17.0,76,14.0,78.0,overcast,994.45,3,Summer,3.0,mountain,Rainy
8107,17.0,61,13.0,79.0,overcast,1007.38,2,Winter,5.0,inland,Rainy
9881,41.0,29,5.0,5.0,clear,1010.62,9,Spring,6.5,coastal,Sunny
2425,15.0,65,6.0,18.0,partly cloudy,1007.69,2,Winter,7.5,mountain,Cloudy
8228,-9.0,85,10.5,101.0,partly cloudy,986.58,9,Winter,1.0,mountain,Snowy
10456,31.0,92,17.0,61.0,partly cloudy,1010.51,1,Winter,2.5,coastal,Rainy
5316,22.0,55,6.5,16.0,partly cloudy,1005.17,1,Spring,7.5,coastal,Cloudy
2491,38.0,68,8.5,18.0,clear,1015.9,5,Spring,5.5,inland,Sunny
867,-2.0,101,19.5,101.0,partly cloudy,980.83,0,Winter,5.0,inland,Snowy
4244,39.0,37,3.0,4.0,clear,1020.17,6,Winter,5.5,mountain,Sunny
8633,32.0,61,1.0,14.0,partly cloudy,1014.11,1,Winter,8.5,coastal,Cloudy
8540,33.0,74,5.0,38.0,partly cloudy,1017.46,3,Spring,5.0,mountain,Cloudy
12489,3.0,81,18.5,59.0,overcast,985.54,1,Winter,3.0,mountain,Snowy
1762,31.0,60,8.5,30.0,partly cloudy,1001.67,2,Summer,6.5,inland,Cloudy
3421,-4.0,20,13.0,66.0,overcast,897.46,4,Winter,2.0,coastal,Rainy
2040,29.0,86,12.0,80.0,overcast,1012.5,0,Autumn,2.5,inland,Rainy
6657,57.0,93,4.0,102.0,partly cloudy,1012.19,12,Winter,13.0,inland,Sunny
3616,25.0,66,8.5,3.0,clear,1013.33,6,Summer,6.0,coastal,Sunny
12961,25.0,67,19.5,54.0,overcast,1003.16,1,Summer,2.0,mountain,Rainy
4081,22.0,31,8.0,15.0,clear,1010.66,7,Autumn,7.5,mountain,Sunny
10338,-10.0,68,5.5,63.0,overcast,983.2,1,Winter,3.5,mountain,Snowy
13143,-7.0,70,1.5,72.0,overcast,989.3,1,Winter,2.0,mountain,Snowy
3346,30.0,64,8.0,91.0,overcast,1016.11,0,Autumn,3.0,coastal,Rainy
12425,4.0,85,19.0,73.0,overcast,990.5,1,Winter,2.5,inland,Snowy
3354,19.0,69,18.0,90.0,overcast,1012.44,2,Winter,2.0,coastal,Rainy
2792,18.0,76,8.0,32.0,partly cloudy,1003.73,2,Spring,8.0,mountain,Cloudy
9306,30.0,39,9.0,3.0,clear,1020.46,10,Autumn,7.5,inland,Sunny
10102,14.0,72,15.0,15.0,overcast,1007.45,1,Autumn,8.0,coastal,Cloudy
12766,28.0,81,8.0,67.0,overcast,1009.52,3,Autumn,3.5,mountain,Rainy
12772,17.0,74,0.5,38.0,overcast,1012.1,4,Spring,7.0,coastal,Cloudy
2784,11.0,56,10.5,46.0,overcast,1006.74,4,Summer,8.5,inland,Cloudy
2721,-2.0,66,8.0,68.0,overcast,995.2,1,Winter,3.5,mountain,Snowy
215,10.0,80,17.0,69.0,overcast,1012.7,3,Summer,1.5,coastal,Rainy
9121,-3.0,69,3.0,53.0,partly cloudy,984.63,1,Winter,3.0,inland,Snowy
10938,41.0,20,1.0,3.0,partly cloudy,1014.94,9,Winter,5.5,mountain,Sunny
4764,11.0,53,4.5,35.0,overcast,1003.66,2,Winter,5.0,inland,Cloudy
8800,34.0,59,5.0,5.0,clear,1010.49,11,Spring,6.0,coastal,Sunny
446,-4.0,61,8.0,73.0,overcast,990.23,0,Winter,3.5,mountain,Snowy
4335,15.0,65,6.5,23.0,overcast,1013.01,2,Spring,8.5,mountain,Cloudy
6208,18.0,91,18.5,71.0,partly cloudy,1018.56,3,Winter,5.0,inland,Rainy
1914,36.0,69,3.5,13.0,partly cloudy,1011.37,10,Summer,5.5,mountain,Sunny
10601,33.0,54,7.5,22.0,overcast,1008.64,3,Summer,8.5,inland,Cloudy
12941,21.0,45,6.5,18.0,clear,1013.39,8,Autumn,9.5,coastal,Sunny
2789,15.0,61,9.5,10.0,overcast,1014.72,1,Autumn,6.5,coastal,Cloudy
9540,38.0,103,31.5,72.0,overcast,1007.65,11,Summer,6.5,inland,Cloudy
2215,-7.0,99,2.5,96.0,overcast,996.58,1,Winter,2.5,mountain,Snowy
7953,22.0,74,14.0,31.0,overcast,1018.24,4,Winter,6.0,coastal,Cloudy
8905,-17.0,99,3.0,82.0,overcast,983.06,0,Winter,3.0,mountain,Snowy
11786,-7.0,79,6.5,90.0,overcast,993.56,0,Winter,1.5,inland,Snowy
2585,27.0,71,0.0,13.0,overcast,1019.28,2,Autumn,9.0,mountain,Cloudy
1,39.0,96,8.5,71.0,partly cloudy,1011.43,7,Spring,10.0,inland,Cloudy
11704,25.0,96,15.5,62.0,overcast,992.18,3,Spring,3.0,inland,Rainy
5070,28.0,93,12.0,59.0,overcast,1009.69,3,Winter,2.5,coastal,Rainy
13047,32.0,76,7.0,59.0,partly cloudy,1014.09,0,Winter,4.5,coastal,Rainy
3592,-2.0,78,3.0,97.0,overcast,993.68,1,Winter,1.5,mountain,Snowy
2727,18.0,55,2.0,48.0,overcast,1000.66,3,Summer,8.0,inland,Cloudy
2221,21.0,69,2.5,7.0,clear,1026.75,7,Summer,5.0,inland,Sunny
112,18.0,70,5.0,94.0,overcast,1012.87,2,Spring,3.5,mountain,Rainy
7262,36.0,104,18.0,73.0,clear,1012.73,9,Summer,7.0,inland,Sunny
8946,20.0,84,5.5,108.0,partly cloudy,1015.68,2,Autumn,8.5,coastal,Sunny
3267,13.0,92,16.0,56.0,overcast,1007.49,2,Winter,3.0,mountain,Rainy
3037,1.0,64,2.0,61.0,overcast,982.34,1,Winter,4.5,mountain,Snowy
8669,10.0,57,11.0,47.0,partly cloudy,1003.16,4,Winter,5.5,inland,Cloudy
1253,10.0,71,10.5,33.0,overcast,1017.97,1,Summer,6.0,coastal,Cloudy
1013,22.0,67,4.0,45.0,overcast,1011.7,2,Summer,7.0,inland,Cloudy
10656,14.0,69,6.5,49.0,partly cloudy,1019.47,3,Winter,6.5,coastal,Cloudy
8732,16.0,65,6.5,22.0,overcast,1018.28,1,Winter,7.5,inland,Cloudy
8980,-2.0,84,17.5,77.0,overcast,982.91,0,Winter,3.0,mountain,Snowy
4059,2.0,94,8.0,95.0,partly cloudy,998.23,0,Winter,4.5,inland,Snowy
604,21.0,86,9.5,58.0,partly cloudy,997.76,1,Spring,3.0,mountain,Rainy
10982,94.0,95,17.5,91.0,clear,1026.91,6,Autumn,3.5,coastal,Sunny
3123,36.0,76,22.5,91.0,partly cloudy,1009.65,11,Spring,4.0,coastal,Cloudy
7275,26.0,73,2.5,34.0,overcast,1001.41,3,Winter,8.0,inland,Cloudy
9317,32.0,57,9.0,8.0,clear,1028.8,11,Spring,8.0,inland,Sunny
11747,36.0,47,14.5,71.0,overcast,819.46,6,Autumn,15.0,mountain,Snowy
4868,28.0,56,6.0,24.0,partly cloudy,1009.73,2,Winter,7.0,mountain,Cloudy
12915,34.0,66,4.5,1.0,clear,1022.74,6,Winter,5.5,mountain,Sunny
7315,0.0,95,1.5,96.0,overcast,987.35,1,Winter,3.5,inland,Snowy
11519,27.0,56,10.0,19.0,overcast,1015.52,3,Summer,8.0,mountain,Cloudy
2213,47.0,46,10.5,64.0,overcast,1014.84,4,Winter,12.5,coastal,Rainy
5609,12.0,70,10.5,73.0,overcast,993.83,2,Autumn,1.0,mountain,Rainy
10940,1.0,88,8.5,98.0,overcast,999.12,5,Winter,3.5,mountain,Snowy
9239,18.0,68,4.0,66.0,cloudy,1066.11,11,Summer,11.0,mountain,Snowy
13092,27.0,89,13.0,68.0,partly cloudy,991.42,3,Spring,3.0,inland,Rainy
8219,37.0,34,6.5,13.0,partly cloudy,1017.54,5,Spring,5.5,inland,Sunny
5949,-12.0,70,23.0,73.0,overcast,984.01,1,Winter,2.5,mountain,Snowy
3781,28.0,77,8.0,76.0,partly cloudy,1082.17,11,Winter,2.0,mountain,Snowy
11727,38.0,51,4.0,9.0,clear,1010.78,9,Summer,7.0,mountain,Sunny
3756,33.0,69,3.5,13.0,partly cloudy,1012.04,2,Summer,8.0,mountain,Cloudy
8554,28.0,67,0.5,17.0,clear,1026.75,9,Summer,9.0,mountain,Sunny
9901,49.0,109,23.5,100.0,overcast,1003.42,8,Winter,5.5,coastal,Cloudy
2147,6.0,83,12.5,103.0,overcast,991.4,8,Winter,1.5,inland,Snowy
1125,-2.0,82,19.0,93.0,partly cloudy,990.9,1,Winter,2.0,mountain,Snowy
2206,44.0,51,7.5,17.0,clear,1026.49,6,Summer,6.0,inland,Sunny
9417,24.0,84,17.0,80.0,overcast,1005.96,2,Autumn,4.0,coastal,Rainy
4625,-8.0,88,14.0,60.0,partly cloudy,989.11,1,Winter,2.5,inland,Snowy
3283,12.0,64,10.5,68.0,overcast,1007.82,0,Winter,3.0,mountain,Rainy
8150,20.0,90,24.5,73.0,partly cloudy,996.85,14,Winter,1.5,inland,Rainy
12169,43.0,95,3.5,74.0,clear,1029.28,1,Spring,11.0,inland,Sunny
6251,41.0,42,9.0,17.0,clear,1029.78,11,Autumn,7.0,mountain,Sunny
11063,-4.0,70,18.5,85.0,partly cloudy,985.66,1,Winter,1.5,inland,Snowy
8682,30.0,77,11.5,76.0,partly cloudy,1015.64,1,Autumn,3.0,coastal,Rainy
5694,10.0,76,11.0,63.0,overcast,996.96,3,Autumn,2.0,inland,Rainy
10926,33.0,69,8.5,5.0,partly cloudy,1018.19,7,Spring,9.0,inland,Sunny
2644,24.0,82,18.5,99.0,overcast,1007.66,2,Spring,2.0,mountain,Rainy
692,26.0,84,17.0,96.0,clear,1015.9,5,Spring,13.5,mountain,Sunny
13029,42.0,30,5.0,12.0,clear,1026.15,10,Winter,9.0,inland,Sunny
6794,36.0,64,7.5,6.0,clear,1010.63,6,Spring,8.0,inland,Sunny
708,21.0,57,2.5,45.0,partly cloudy,1007.93,1,Autumn,5.5,coastal,Cloudy
9125,38.0,40,6.0,0.0,clear,1021.94,10,Winter,7.0,mountain,Sunny
10779,-8.0,69,4.5,68.0,partly cloudy,996.66,1,Winter,4.5,mountain,Snowy
868,57.0,103,11.0,71.0,partly cloudy,1007.55,1,Summer,1.0,coastal,Rainy
11011,44.0,61,9.5,51.0,partly cloudy,1157.12,7,Winter,10.0,mountain,Snowy
13138,21.0,64,6.5,33.0,partly cloudy,1002.84,4,Winter,6.0,inland,Cloudy
6588,3.0,95,16.0,82.0,overcast,992.28,1,Winter,2.0,inland,Snowy
4831,35.0,55,9.0,7.0,clear,1027.91,5,Spring,9.5,inland,Sunny
7991,6.0,25,13.5,38.0,overcast,1081.01,12,Autumn,16.0,coastal,Rainy
9983,34.0,74,8.5,21.0,partly cloudy,1016.79,2,Winter,7.5,coastal,Cloudy
2732,12.0,71,19.5,77.0,overcast,999.29,1,Summer,5.0,coastal,Rainy
2300,17.0,68,2.5,39.0,partly cloudy,1011.1,4,Winter,8.0,inland,Cloudy
13005,1.0,84,18.5,88.0,overcast,981.33,1,Winter,3.0,inland,Snowy
5460,1.0,66,17.0,69.0,overcast,991.77,0,Winter,2.0,mountain,Snowy
10650,12.0,57,5.0,30.0,partly cloudy,1000.37,1,Spring,8.0,inland,Cloudy
7459,39.0,36,6.5,7.0,clear,1017.49,7,Summer,6.5,mountain,Sunny
1085,0.0,79,14.5,98.0,overcast,980.72,1,Winter,2.0,inland,Snowy
2114,36.0,23,0.5,7.0,partly cloudy,1021.68,6,Spring,10.0,coastal,Sunny
2205,13.0,59,5.0,15.0,overcast,1005.92,4,Autumn,7.5,inland,Cloudy
3176,2.0,74,19.0,56.0,overcast,980.76,0,Winter,3.5,mountain,Snowy
9541,22.0,38,5.0,15.0,clear,1017.88,6,Spring,7.5,mountain,Sunny
1452,-6.0,97,7.0,52.0,overcast,985.41,0,Winter,3.0,mountain,Snowy
10431,27.0,67,8.0,23.0,partly cloudy,1006.44,2,Autumn,5.5,mountain,Cloudy
5363,-5.0,99,9.0,95.0,overcast,991.35,1,Winter,3.0,inland,Snowy
285,15.0,98,6.0,84.0,partly cloudy,1014.45,2,Autumn,3.5,coastal,Rainy
12739,15.0,90,20.0,95.0,overcast,995.68,3,Spring,1.5,inland,Rainy
7548,32.0,77,6.0,26.0,overcast,1016.31,2,Summer,5.5,inland,Cloudy
5230,35.0,101,22.5,98.0,overcast,1003.58,12,Winter,4.5,coastal,Cloudy
9098,0.0,79,5.0,68.0,overcast,980.79,1,Winter,2.0,mountain,Snowy
3400,53.0,74,3.0,76.0,partly cloudy,1012.12,2,Autumn,11.5,inland,Sunny
3527,38.0,36,2.0,7.0,clear,1024.42,9,Spring,10.0,mountain,Sunny
8111,31.0,31,1.0,2.0,clear,1027.94,9,Spring,9.0,mountain,Sunny
9569,27.0,69,13.0,41.0,overcast,1009.5,2,Spring,7.5,inland,Cloudy
1167,57.0,81,27.5,82.0,overcast,1011.1,10,Winter,2.5,coastal,Rainy
3870,28.0,50,1.5,13.0,clear,1017.92,7,Spring,7.0,mountain,Sunny
5758,31.0,76,10.5,64.0,overcast,990.23,1,Autumn,2.0,coastal,Rainy
5766,94.0,73,6.0,70.0,clear,1018.46,5,Autumn,5.5,coastal,Sunny
5370,21.0,40,8.5,2.0,clear,1027.11,5,Spring,9.5,inland,Sunny
4605,14.0,63,11.5,75.0,overcast,990.24,3,Spring,1.5,mountain,Rainy
10230,27.0,95,14.0,77.0,partly cloudy,1019.13,7,Spring,9.0,inland,Cloudy
11957,30.0,82,7.5,52.0,overcast,998.69,0,Autumn,4.0,coastal,Rainy
12117,-1.0,73,3.5,69.0,overcast,996.29,1,Winter,3.0,inland,Snowy
1201,21.0,79,11.5,13.0,partly cloudy,1009.44,3,Winter,6.5,inland,Cloudy
7153,12.0,89,12.0,56.0,overcast,993.17,0,Winter,5.0,inland,Rainy
10642,21.0,69,0.0,40.0,partly cloudy,1001.43,2,Summer,7.0,inland,Cloudy
8770,33.0,72,12.5,52.0,overcast,991.52,1,Autumn,5.0,mountain,Rainy
5284,29.0,67,3.0,8.0,partly cloudy,1024.05,9,Winter,6.0,coastal,Sunny
10123,66.0,83,16.0,70.0,partly cloudy,1019.52,12,Summer,6.5,mountain,Sunny
9640,24.0,67,1.5,26.0,partly cloudy,1019.73,2,Winter,5.0,mountain,Cloudy
9819,32.0,69,6.5,87.0,overcast,1005.23,1,Autumn,5.0,inland,Rainy
6576,16.0,98,14.5,93.0,overcast,991.92,1,Winter,4.5,mountain,Rainy
1932,-6.0,66,20.0,61.0,overcast,981.8,0,Winter,1.0,inland,Snowy
7482,22.0,62,6.0,89.0,overcast,1008.3,3,Winter,1.5,coastal,Rainy
7388,-10.0,90,11.5,99.0,partly cloudy,988.71,1,Winter,2.0,mountain,Snowy
526,37.0,57,3.5,16.0,clear,1010.9,5,Autumn,9.5,mountain,Sunny
10976,-6.0,88,4.0,52.0,overcast,987.95,1,Winter,1.0,mountain,Snowy
13046,18.0,79,8.0,32.0,partly cloudy,1007.36,1,Spring,7.5,mountain,Cloudy
8397,24.0,75,27.5,73.0,partly cloudy,1018.54,13,Winter,3.5,mountain,Cloudy
11084,24.0,56,2.5,14.0,partly cloudy,1012.4,1,Autumn,7.5,inland,Cloudy
1199,-16.0,25,12.0,92.0,cloudy,846.18,6,Winter,13.5,mountain,Rainy
3694,4.0,44,13.5,35.0,cloudy,1104.13,7,Spring,13.0,coastal,Sunny
8986,3.0,92,6.0,53.0,overcast,997.36,1,Winter,4.0,inland,Snowy
6919,23.0,76,6.5,11.0,partly cloudy,1009.29,1,Winter,9.0,inland,Cloudy
6164,21.0,90,17.0,60.0,partly cloudy,998.15,2,Autumn,4.0,inland,Rainy
10919,14.0,77,13.5,44.0,overcast,1019.24,4,Winter,8.5,inland,Cloudy
10040,29.0,61,8.0,15.0,overcast,1010.96,4,Summer,8.0,inland,Cloudy
6045,12.0,77,5.0,28.0,partly cloudy,1009.8,4,Spring,9.0,inland,Cloudy
3161,32.0,79,5.0,48.0,overcast,1130.56,13,Summer,16.0,mountain,Sunny
10266,30.0,25,4.5,8.0,partly cloudy,1023.71,8,Summer,8.0,mountain,Sunny
1724,21.0,53,3.5,11.0,partly cloudy,1024.94,8,Spring,9.5,coastal,Sunny
10737,26.0,91,15.0,58.0,overcast,1007.24,2,Spring,2.5,coastal,Rainy
12924,24.0,69,1.0,15.0,partly cloudy,1001.5,4,Winter,6.0,inland,Cloudy
1887,32.0,50,9.5,4.0,clear,1014.8,5,Autumn,6.5,coastal,Sunny
1789,26.0,64,8.0,4.0,clear,1020.86,9,Summer,9.5,inland,Sunny
8378,25.0,48,6.5,15.0,clear,1012.31,6,Winter,10.0,inland,Sunny
2193,20.0,94,17.0,67.0,overcast,1019.77,1,Autumn,4.5,mountain,Rainy
5292,35.0,22,1.5,14.0,partly cloudy,1022.99,9,Winter,7.0,mountain,Sunny
11396,32.0,73,14.0,39.0,partly cloudy,1007.17,1,Spring,6.5,mountain,Cloudy
10857,24.0,58,1.0,0.0,clear,1029.64,9,Winter,6.5,inland,Sunny
5447,-2.0,93,0.5,66.0,overcast,997.17,0,Winter,2.5,inland,Snowy
8869,64.0,104,3.0,103.0,clear,1024.08,4,Spring,3.5,coastal,Sunny
2428,32.0,75,11.5,84.0,overcast,994.01,2,Autumn,2.5,inland,Rainy
8794,-9.0,94,8.0,95.0,overcast,981.52,0,Winter,4.5,mountain,Snowy
12903,22.0,66,1.0,48.0,partly cloudy,1009.04,4,Autumn,7.0,coastal,Cloudy
4583,25.0,73,1.0,40.0,overcast,1019.6,2,Spring,5.5,mountain,Cloudy
5689,28.0,58,3.0,26.0,partly cloudy,1017.24,2,Autumn,7.5,inland,Cloudy
11713,21.0,54,6.5,15.0,partly cloudy,1005.7,3,Spring,7.5,mountain,Cloudy
10448,59.0,75,13.0,79.0,clear,1025.4,3,Summer,8.5,mountain,Sunny
6830,33.0,23,0.5,9.0,clear,1029.52,11,Autumn,7.0,coastal,Sunny
3679,-7.0,75,4.0,84.0,overcast,992.95,1,Winter,2.5,mountain,Snowy
9132,-9.0,66,7.0,67.0,overcast,980.92,1,Winter,4.0,inland,Snowy
13016,28.0,28,9.0,14.0,clear,1016.96,5,Winter,10.0,coastal,Sunny
181,16.0,96,19.0,57.0,overcast,1003.05,0,Spring,4.5,inland,Rainy
710,40.0,21,5.5,7.0,clear,1010.93,7,Autumn,9.0,inland,Sunny
6906,8.0,40,10.0,73.0,overcast,1168.85,12,Spring,2.0,coastal,Snowy
10797,2.0,83,6.0,55.0,overcast,999.9,1,Winter,4.0,inland,Snowy
10077,32.0,76,10.5,15.0,overcast,1000.38,3,Summer,7.5,mountain,Cloudy
5493,-7.0,76,19.5,71.0,overcast,987.62,1,Winter,3.5,inland,Snowy
6387,39.0,38,14.5,75.0,partly cloudy,1045.07,1,Summer,14.0,inland,Sunny
5465,-3.0,91,13.0,75.0,overcast,995.59,1,Winter,1.5,inland,Snowy
4674,39.0,60,3.0,19.0,clear,1010.93,8,Summer,6.0,coastal,Sunny
10628,25.0,65,8.5,72.0,partly cloudy,1011.8,3,Autumn,2.0,inland,Rainy
1832,30.0,78,15.5,93.0,overcast,996.39,3,Winter,3.5,inland,Rainy
9380,34.0,102,1.0,105.0,partly cloudy,1013.06,13,Spring,1.0,mountain,Sunny
7269,17.0,66,18.0,63.0,partly cloudy,992.22,1,Winter,2.5,inland,Rainy
7251,21.0,60,15.5,72.0,partly cloudy,1014.27,0,Autumn,4.5,coastal,Rainy
7473,25.0,97,12.0,93.0,partly cloudy,1019.25,1,Spring,4.5,coastal,Rainy
12626,34.0,66,1.0,40.0,partly cloudy,1011.33,4,Autumn,6.5,inland,Cloudy
7078,31.0,92,11.0,96.0,partly cloudy,994.13,1,Autumn,4.0,mountain,Rainy
5759,-1.0,88,17.5,99.0,overcast,984.4,0,Winter,3.0,mountain,Snowy
2754,-10.0,61,1.0,62.0,overcast,987.33,1,Winter,3.0,mountain,Snowy
9238,28.0,62,17.5,67.0,overcast,1009.83,1,Autumn,3.0,coastal,Rainy
8129,2.0,74,14.0,59.0,overcast,980.99,0,Winter,1.5,mountain,Snowy
4620,39.0,45,3.5,4.0,clear,1014.78,10,Spring,6.5,coastal,Sunny
9314,25.0,88,6.0,72.0,overcast,993.38,0,Winter,4.0,coastal,Rainy
11405,-6.0,64,1.5,51.0,partly cloudy,997.09,1,Winter,2.0,mountain,Snowy
6469,26.0,105,13.0,96.0,clear,1014.18,10,Summer,6.0,mountain,Sunny
10029,-5.0,86,17.0,75.0,overcast,992.52,1,Winter,2.0,inland,Snowy
6437,4.0,64,15.5,55.0,overcast,990.36,1,Winter,2.5,mountain,Snowy
9103,28.0,92,9.0,54.0,overcast,990.18,2,Summer,1.5,inland,Rainy
2377,30.0,77,6.0,85.0,partly cloudy,1000.86,2,Summer,3.5,inland,Rainy
11575,18.0,86,18.5,80.0,clear,1011.9,10,Spring,3.0,coastal,Sunny
1987,-10.0,35,2.0,98.0,overcast,974.79,13,Spring,4.5,mountain,Cloudy
8846,-5.0,93,16.5,63.0,overcast,992.47,1,Winter,2.0,mountain,Snowy
5132,2.0,67,2.5,59.0,overcast,981.44,0,Winter,2.0,mountain,Snowy
9772,17.0,60,0.0,33.0,partly cloudy,1000.03,3,Summer,7.5,inland,Cloudy
4511,32.0,21,3.5,3.0,clear,1025.15,8,Summer,7.5,mountain,Sunny
9064,11.0,93,22.5,101.0,overcast,1009.29,14,Autumn,1.0,mountain,Rainy
1133,-5.0,94,14.5,57.0,overcast,999.98,0,Winter,3.5,inland,Snowy
11151,-7.0,79,25.0,75.0,partly cloudy,981.91,14,Winter,1.5,mountain,Snowy
8174,-17.0,73,33.0,103.0,partly cloudy,997.89,10,Winter,4.0,inland,Snowy
5073,26.0,64,2.0,1.0,partly cloudy,1029.82,10,Winter,7.5,inland,Sunny
4746,26.0,55,1.0,14.0,clear,1012.18,5,Spring,6.5,mountain,Sunny
7728,36.0,67,4.5,7.0,clear,1027.18,8,Winter,7.5,inland,Sunny
4682,66.0,92,11.5,87.0,overcast,1012.49,2,Spring,6.0,coastal,Cloudy
10253,73.0,108,16.5,102.0,partly cloudy,1002.52,4,Winter,2.5,inland,Cloudy
5853,21.0,95,5.5,106.0,clear,1017.28,10,Summer,2.0,inland,Sunny
8158,28.0,51,9.0,3.0,clear,1012.02,5,Summer,5.5,coastal,Sunny
