,Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
4919,27.0,63,18.5,93.0,overcast,1002.84,3,Summer,4.5,mountain,Rainy
4920,22.0,54,0.5,15.0,clear,1014.4,7,Autumn,6.5,mountain,Sunny
4921,15.0,51,3.5,47.0,partly cloudy,1004.0,2,Winter,7.5,mountain,Cloudy
4922,16.0,79,10.0,54.0,overcast,995.59,0,Summer,1.5,coastal,Rainy
4923,-6.0,70,18.5,83.0,overcast,999.96,0,Winter,3.0,inland,Snowy
4924,-6.0,98,14.0,72.0,overcast,982.57,0,Winter,4.5,inland,Snowy
4925,19.0,81,19.0,95.0,overcast,1016.61,12,Winter,0.5,coastal,Rainy
4926,21.0,68,17.5,64.0,partly cloudy,1002.0,1,Spring,3.0,mountain,Rainy
4927,18.0,65,0.5,14.0,partly cloudy,1000.41,3,Winter,6.5,coastal,Cloudy
4928,2.0,75,7.5,105.0,overcast,986.74,10,Winter,1.0,mountain,Snowy
4929,23.0,60,13.0,73.0,overcast,992.39,1,Summer,4.0,inland,Rainy
4930,23.0,61,16.0,83.0,overcast,1017.22,2,Summer,4.0,mountain,Rainy
4931,1.0,94,2.5,80.0,overcast,991.0,4,Winter,1.0,mountain,Snowy
4932,38.0,33,9.5,3.0,clear,1010.86,10,Autumn,7.0,mountain,Sunny
4933,2.0,95,4.0,54.0,overcast,982.37,0,Winter,3.0,inland,Snowy
4934,-9.0,43,10.0,20.0,cloudy,1189.22,13,Winter,10.5,inland,Cloudy
4935,34.0,95,9.5,56.0,overcast,1011.71,1,Winter,4.0,inland,Rainy
4936,13.0,64,13.0,30.0,partly cloudy,1008.6,2,Summer,7.0,mountain,Cloudy
4937,0.0,84,13.0,101.0,overcast,994.98,7,Winter,5.0,inland,Snowy
4938,32.0,88,14.5,62.0,overcast,993.3,1,Winter,2.5,mountain,Rainy
4939,36.0,53,3.5,17.0,clear,1027.4,9,Autumn,8.5,inland,Sunny
4940,-17.0,69,5.5,91.0,overcast,895.83,2,Spring,9.5,mountain,Snowy
4941,-22.0,96,37.0,84.0,overcast,992.06,10,Winter,0.5,mountain,Snowy
4942,2.0,77,7.0,77.0,partly cloudy,988.05,0,Winter,1.5,mountain,Snowy
4943,29.0,66,6.5,2.0,partly cloudy,1018.54,8,Winter,8.0,inland,Sunny
4944,28.0,78,19.5,73.0,partly cloudy,1000.12,3,Summer,3.5,inland,Rainy
4945,-20.0,28,11.0,77.0,cloudy,883.37,13,Spring,12.5,coastal,Rainy
4946,-9.0,74,19.5,91.0,overcast,993.72,1,Winter,4.5,mountain,Snowy
4947,24.0,23,9.5,34.0,overcast,850.9,5,Spring,3.0,mountain,Snowy
4948,2.0,91,0.5,90.0,overcast,987.3,1,Winter,4.0,mountain,Snowy
4949,15.0,98,19.5,57.0,overcast,992.42,3,Autumn,4.5,mountain,Rainy
4950,29.0,89,17.5,93.0,overcast,991.2,1,Summer,1.0,inland,Rainy
4951,17.0,63,4.5,44.0,partly cloudy,1008.97,3,Spring,6.5,coastal,Cloudy
4952,20.0,69,13.5,34.0,partly cloudy,1014.07,4,Summer,5.5,inland,Cloudy
4953,-3.0,99,6.5,63.0,overcast,984.05,1,Winter,3.5,inland,Snowy
4954,16.0,64,8.5,66.0,partly cloudy,1004.06,2,Winter,1.5,coastal,Rainy
4955,-10.0,82,7.0,54.0,overcast,991.64,0,Winter,3.0,inland,Snowy
4956,25.0,76,11.0,15.0,partly cloudy,1005.82,2,Autumn,8.5,inland,Cloudy
4957,25.0,75,15.0,52.0,overcast,996.91,1,Summer,1.0,mountain,Rainy
4958,17.0,76,18.0,69.0,overcast,1002.89,2,Autumn,2.5,mountain,Rainy
4959,0.0,66,17.0,72.0,overcast,986.7,0,Winter,4.0,inland,Snowy
4960,17.0,71,3.0,74.0,partly cloudy,1011.53,13,Autumn,6.0,mountain,Cloudy
4961,3.0,67,15.0,96.0,partly cloudy,984.37,0,Winter,5.0,mountain,Snowy
4962,-9.0,65,14.0,82.0,overcast,997.52,0,Winter,2.5,mountain,Snowy
4963,20.0,62,6.0,1.0,clear,1025.1,7,Autumn,10.0,coastal,Sunny
4964,24.0,69,2.5,18.0,clear,1014.69,5,Summer,8.0,mountain,Sunny
4965,2.0,97,11.5,77.0,overcast,997.6,1,Winter,3.5,inland,Snowy
4966,-15.0,102,30.0,73.0,overcast,980.17,11,Winter,3.0,inland,Snowy
4967,-6.0,68,4.5,71.0,overcast,985.11,0,Winter,2.5,inland,Snowy
4968,29.0,87,10.0,50.0,partly cloudy,1012.33,1,Spring,1.0,coastal,Rainy
4969,25.0,71,9.0,46.0,overcast,1006.79,1,Autumn,6.5,coastal,Cloudy
4970,40.0,64,6.0,15.0,partly cloudy,1026.58,7,Winter,5.0,inland,Sunny
4971,41.0,25,4.5,2.0,partly cloudy,1014.63,6,Spring,7.0,inland,Sunny
4972,12.0,82,1.0,75.0,partly cloudy,1016.91,14,Summer,9.0,inland,Cloudy
4973,23.0,54,14.5,30.0,partly cloudy,1009.47,3,Summer,6.0,inland,Cloudy
4974,27.0,71,12.0,38.0,partly cloudy,1015.5,2,Summer,6.0,mountain,Cloudy
4975,-5.0,88,9.5,94.0,overcast,993.21,1,Winter,1.5,inland,Snowy
4976,23.0,91,15.0,69.0,overcast,1019.6,1,Winter,4.5,inland,Rainy
4977,23.0,62,8.5,3.0,partly cloudy,1029.62,5,Summer,8.0,mountain,Sunny
4978,14.0,66,10.5,17.0,overcast,1004.04,2,Autumn,5.5,coastal,Cloudy
4979,30.0,85,11.0,97.0,overcast,997.46,1,Summer,4.0,coastal,Rainy
4980,20.0,73,11.0,24.0,partly cloudy,1006.2,3,Summer,8.5,inland,Cloudy
4981,31.0,54,3.5,4.0,clear,1024.1,8,Autumn,5.0,mountain,Sunny
4982,20.0,39,3.5,5.0,clear,1024.56,11,Autumn,9.0,inland,Sunny
4983,19.0,71,35.0,76.0,overcast,998.78,6,Spring,1.0,inland,Rainy
4984,13.0,54,8.0,16.0,partly cloudy,1015.25,2,Spring,5.5,coastal,Cloudy
4985,28.0,55,10.0,37.0,overcast,1018.12,1,Autumn,8.5,coastal,Cloudy
4986,32.0,61,10.5,44.0,partly cloudy,1003.43,4,Winter,8.0,mountain,Cloudy
4987,62.0,94,15.0,91.0,clear,1012.56,12,Spring,4.0,inland,Sunny
4988,44.0,70,13.0,95.0,cloudy,1078.6,13,Autumn,5.5,mountain,Cloudy
4989,24.0,30,9.5,5.0,partly cloudy,1022.28,11,Spring,8.5,mountain,Sunny
4990,11.0,84,20.0,80.0,overcast,1015.1,0,Summer,2.0,mountain,Rainy
4991,-5.0,63,9.5,87.0,overcast,998.67,1,Winter,2.0,mountain,Snowy
4992,16.0,56,14.5,23.0,overcast,1015.28,3,Winter,8.5,inland,Cloudy
4993,30.0,77,15.0,93.0,overcast,1005.72,0,Autumn,3.0,coastal,Rainy
4994,13.0,80,15.5,94.0,overcast,1015.59,2,Spring,5.0,coastal,Rainy
4995,22.0,82,6.0,58.0,partly cloudy,993.0,3,Summer,3.5,inland,Rainy
4996,24.0,20,8.5,3.0,clear,1011.76,10,Winter,7.5,mountain,Sunny
4997,23.0,69,2.5,13.0,clear,1024.71,10,Summer,6.5,coastal,Sunny
4998,23.0,59,2.0,43.0,partly cloudy,1012.12,3,Winter,6.0,mountain,Cloudy
4999,33.0,79,9.0,57.0,overcast,996.99,3,Winter,1.5,mountain,Rainy
5000,29.0,52,4.0,1.0,clear,1024.4,9,Spring,5.5,mountain,Sunny
5001,36.0,54,3.5,10.0,clear,1021.7,6,Spring,7.5,coastal,Sunny
5002,-5.0,91,19.0,74.0,overcast,987.54,0,Winter,2.0,mountain,Snowy
5003,33.0,40,6.5,4.0,clear,1029.09,9,Autumn,9.0,mountain,Sunny
5004,12.0,97,13.0,94.0,partly cloudy,991.75,1,Winter,4.5,coastal,Rainy
5005,-8.0,78,10.0,93.0,overcast,998.63,1,Winter,1.5,inland,Snowy
5006,35.0,52,0.5,13.0,partly cloudy,1012.64,6,Summer,8.5,coastal,Sunny
5007,2.0,66,0.5,55.0,overcast,982.71,0,Winter,4.5,inland,Snowy
5008,32.0,84,12.0,75.0,partly cloudy,996.03,3,Summer,3.5,inland,Rainy
5009,16.0,97,25.5,91.0,partly cloudy,1014.79,5,Winter,9.5,coastal,Cloudy
5010,3.0,91,3.0,60.0,overcast,993.24,0,Winter,5.0,inland,Snowy
5011,-6.0,76,10.5,74.0,cloudy,1125.2,7,Summer,5.0,coastal,Sunny
5012,34.0,89,12.0,62.0,partly cloudy,1013.2,1,Spring,2.5,inland,Rainy
5013,25.0,76,15.0,63.0,overcast,998.3,3,Autumn,5.0,coastal,Rainy
5014,25.0,27,7.0,13.0,clear,1018.28,6,Autumn,6.5,mountain,Sunny
5015,49.0,46,11.0,96.0,overcast,1054.74,13,Autumn,8.0,mountain,Cloudy
5016,10.0,100,27.5,89.0,partly cloudy,1017.92,7,Autumn,7.0,mountain,Cloudy
5017,29.0,79,16.0,80.0,partly cloudy,1002.95,1,Spring,4.0,coastal,Rainy
5018,28.0,39,9.5,8.0,partly cloudy,1012.35,11,Winter,5.5,inland,Sunny
5019,-4.0,63,4.0,99.0,overcast,986.44,1,Winter,4.0,inland,Snowy
5020,-5.0,84,5.0,88.0,overcast,988.42,0,Winter,2.0,inland,Snowy
5021,33.0,81,6.5,83.0,overcast,1009.47,3,Spring,1.5,coastal,Rainy
5022,53.0,84,7.5,74.0,clear,1017.74,9,Autumn,6.5,inland,Sunny
5023,29.0,78,10.0,41.0,overcast,1009.31,4,Spring,8.0,coastal,Cloudy
5024,17.0,78,12.5,86.0,partly cloudy,1015.67,0,Summer,2.5,inland,Rainy
5025,33.0,45,9.5,13.0,clear,1015.1,9,Spring,5.5,inland,Sunny
5026,-2.0,99,8.0,58.0,overcast,997.73,1,Winter,4.5,inland,Snowy
5027,29.0,40,0.5,93.0,cloudy,923.14,10,Autumn,1.0,inland,Cloudy
5028,13.0,103,15.5,93.0,partly cloudy,1009.3,3,Autumn,9.5,mountain,Cloudy
5029,31.0,68,13.0,20.0,partly cloudy,1016.34,4,Winter,5.5,inland,Cloudy
5030,80.0,78,5.0,71.0,clear,1024.59,2,Autumn,1.5,coastal,Sunny
5031,31.0,29,1.5,0.0,clear,1016.41,10,Spring,5.0,mountain,Sunny
5032,15.0,76,7.0,12.0,overcast,1008.21,2,Summer,7.5,mountain,Cloudy
5033,40.0,53,4.5,67.0,partly cloudy,1143.82,11,Summer,10.5,coastal,Sunny
5034,13.0,70,10.5,10.0,overcast,1017.67,4,Winter,7.5,inland,Cloudy
5035,2.0,63,17.0,96.0,overcast,995.86,1,Winter,2.0,inland,Snowy
5036,19.0,102,10.5,109.0,clear,1016.96,12,Winter,11.0,inland,Sunny
5037,23.0,81,16.5,72.0,overcast,993.53,0,Autumn,1.5,inland,Rainy
5038,48.0,38,7.5,20.0,cloudy,1098.43,3,Spring,10.5,coastal,Cloudy
5039,42.0,23,1.0,8.0,clear,1015.73,7,Winter,5.5,inland,Sunny
5040,-11.0,73,9.0,35.0,overcast,1135.81,12,Spring,2.0,coastal,Rainy
5041,8.0,87,11.0,103.0,overcast,991.82,4,Winter,1.5,mountain,Snowy
5042,26.0,67,12.0,33.0,overcast,1008.86,2,Winter,8.0,inland,Cloudy
5043,18.0,77,5.5,84.0,cloudy,978.17,8,Spring,0.5,coastal,Rainy
5044,21.0,56,8.5,18.0,partly cloudy,1015.83,4,Winter,6.5,coastal,Cloudy
5045,10.0,66,13.0,52.0,overcast,991.27,3,Autumn,2.5,mountain,Rainy
5046,23.0,80,10.0,68.0,overcast,1016.21,3,Autumn,3.5,mountain,Rainy
5047,-8.0,77,0.0,62.0,overcast,990.86,0,Winter,4.5,inland,Snowy
5048,29.0,104,16.0,95.0,partly cloudy,1008.7,8,Summer,7.5,inland,Cloudy
5049,28.0,70,9.5,95.0,overcast,1019.02,2,Spring,1.5,mountain,Rainy
5050,-2.0,83,17.0,76.0,overcast,980.15,1,Winter,2.5,mountain,Snowy
5051,25.0,33,1.5,19.0,clear,1015.54,5,Winter,9.0,inland,Sunny
5052,26.0,20,2.5,19.0,clear,1022.55,5,Winter,7.5,mountain,Sunny
5053,14.0,73,18.0,95.0,partly cloudy,1011.2,2,Winter,3.5,inland,Rainy
5054,23.0,84,10.5,92.0,clear,1014.03,14,Summer,7.0,mountain,Sunny
5055,11.0,84,6.0,58.0,partly cloudy,996.34,2,Winter,1.5,coastal,Rainy
5056,-10.0,70,17.0,67.0,overcast,993.83,1,Winter,2.5,inland,Snowy
5057,22.0,73,7.5,47.0,overcast,1007.21,4,Spring,8.5,mountain,Cloudy
5058,14.0,59,10.5,36.0,partly cloudy,1007.53,1,Autumn,8.5,coastal,Cloudy
5059,4.0,61,4.0,89.0,overcast,988.98,1,Winter,2.5,inland,Snowy
5060,-8.0,85,20.0,54.0,overcast,989.31,0,Winter,3.0,inland,Snowy
5061,5.0,105,12.5,88.0,overcast,980.92,1,Winter,3.5,mountain,Snowy
5062,23.0,69,8.0,70.0,overcast,1015.23,1,Summer,4.5,inland,Rainy
5063,30.0,70,3.5,37.0,partly cloudy,1003.45,2,Spring,8.0,inland,Cloudy
5064,11.0,74,9.5,51.0,overcast,1005.64,1,Autumn,4.0,mountain,Rainy
5065,23.0,89,40.5,70.0,overcast,1012.12,0,Summer,3.5,inland,Rainy
5066,4.0,71,9.5,20.0,partly cloudy,842.79,3,Spring,16.5,mountain,Snowy
5067,34.0,24,1.5,5.0,clear,1023.3,11,Winter,6.5,coastal,Sunny
5068,31.0,75,19.5,81.0,partly cloudy,994.82,1,Spring,1.5,inland,Rainy
5069,42.0,96,19.5,73.0,partly cloudy,1001.14,5,Autumn,1.5,coastal,Cloudy
5070,28.0,93,12.0,59.0,overcast,1009.69,3,Winter,2.5,coastal,Rainy
5071,-6.0,87,15.0,96.0,overcast,980.75,1,Winter,1.5,mountain,Snowy
5072,15.0,53,4.5,13.0,partly cloudy,1008.33,2,Autumn,9.0,coastal,Cloudy
5073,26.0,64,2.0,1.0,partly cloudy,1029.82,10,Winter,7.5,inland,Sunny
5074,-5.0,72,7.5,96.0,overcast,981.36,0,Winter,3.5,mountain,Snowy
5075,32.0,41,2.0,1.0,clear,1025.08,5,Winter,7.0,inland,Sunny
5076,13.0,83,15.0,54.0,partly cloudy,993.63,0,Autumn,2.5,mountain,Rainy
5077,32.0,61,8.5,16.0,clear,1018.38,8,Winter,7.0,mountain,Sunny
5078,22.0,26,7.0,17.0,partly cloudy,1014.24,9,Winter,8.0,mountain,Sunny
5079,-3.0,74,6.5,73.0,overcast,991.37,1,Winter,4.0,mountain,Snowy
5080,24.0,58,2.0,11.0,clear,1024.96,6,Summer,6.5,inland,Sunny
5081,10.0,26,14.0,73.0,cloudy,876.24,10,Summer,0.5,coastal,Snowy
5082,81.0,75,0.5,89.0,clear,1018.76,13,Autumn,9.0,mountain,Sunny
5083,-1.0,74,16.5,71.0,overcast,998.2,0,Winter,3.5,inland,Snowy
5084,-2.0,84,0.5,86.0,overcast,994.85,0,Winter,4.0,inland,Snowy
5085,109.0,89,3.0,96.0,clear,1012.84,13,Spring,7.5,inland,Sunny
5086,2.0,88,17.5,93.0,overcast,998.72,1,Winter,4.5,inland,Snowy
5087,17.0,61,9.5,45.0,overcast,1019.92,3,Winter,5.5,coastal,Cloudy
5088,30.0,28,0.5,11.0,clear,1013.24,11,Summer,8.0,coastal,Sunny
5089,17.0,63,7.5,75.0,partly cloudy,1016.8,0,Autumn,3.0,inland,Rainy
5090,33.0,77,17.0,54.0,partly cloudy,1009.03,3,Summer,2.0,coastal,Rainy
5091,21.0,108,2.0,84.0,partly cloudy,1010.85,2,Summer,3.0,inland,Cloudy
5092,22.0,58,9.0,22.0,overcast,1004.77,3,Spring,7.5,coastal,Cloudy
5093,67.0,89,11.0,97.0,overcast,1014.23,2,Summer,1.0,mountain,Rainy
5094,-4.0,62,12.0,82.0,overcast,987.15,0,Winter,2.0,mountain,Snowy
5095,41.0,75,6.5,92.0,overcast,1026.83,1,Autumn,16.5,mountain,Snowy
5096,44.0,63,1.0,2.0,clear,1023.58,9,Summer,6.5,mountain,Sunny
5097,-1.0,93,17.0,75.0,overcast,981.06,0,Winter,4.5,inland,Snowy
5098,13.0,97,19.0,86.0,overcast,1015.89,1,Summer,4.5,mountain,Rainy
5099,-7.0,97,11.5,91.0,overcast,995.81,1,Winter,2.0,inland,Snowy
5100,25.0,96,14.5,71.0,overcast,993.5,2,Summer,3.5,coastal,Rainy
5101,38.0,23,0.5,9.0,clear,1010.87,10,Summer,7.5,inland,Sunny
5102,18.0,45,13.5,25.0,overcast,1003.41,6,Spring,11.0,mountain,Cloudy
5103,30.0,37,7.5,1.0,clear,1011.99,9,Spring,9.5,mountain,Sunny
5104,39.0,56,8.5,6.0,clear,1018.15,10,Autumn,6.5,mountain,Sunny
5105,-8.0,79,20.0,96.0,overcast,993.02,1,Winter,3.0,mountain,Snowy
5106,22.0,64,1.0,17.0,partly cloudy,1021.27,10,Summer,8.5,coastal,Sunny
5107,-8.0,75,1.0,93.0,overcast,984.39,0,Winter,4.0,mountain,Snowy
5108,11.0,79,6.5,41.0,partly cloudy,1017.28,3,Spring,7.5,inland,Cloudy
5109,14.0,64,3.0,46.0,partly cloudy,1006.65,4,Winter,8.5,mountain,Cloudy
5110,28.0,96,7.5,90.0,overcast,993.7,0,Winter,3.0,coastal,Rainy
5111,-3.0,79,5.0,66.0,partly cloudy,985.97,0,Winter,2.5,mountain,Snowy
5112,44.0,28,9.5,5.0,clear,1019.16,11,Winter,6.5,inland,Sunny
5113,-9.0,84,4.5,83.0,overcast,981.93,0,Winter,3.5,inland,Snowy
5114,-3.0,96,1.5,73.0,overcast,999.89,1,Winter,2.5,inland,Snowy
5115,36.0,33,9.0,0.0,clear,1025.49,11,Spring,5.5,coastal,Sunny
5116,36.0,64,8.0,97.0,cloudy,1003.7,5,Spring,16.5,coastal,Snowy
5117,-6.0,65,11.5,87.0,overcast,990.95,1,Winter,4.0,inland,Snowy
5118,9.0,89,10.0,101.0,partly cloudy,1008.21,0,Spring,3.0,coastal,Rainy
5119,35.0,67,9.0,0.0,clear,1019.0,8,Summer,5.0,mountain,Sunny
5120,-8.0,87,13.0,73.0,overcast,993.08,0,Winter,3.5,mountain,Snowy
5121,0.0,81,1.5,96.0,overcast,983.5,1,Winter,1.5,inland,Snowy
5122,27.0,36,6.5,8.0,clear,1023.87,7,Autumn,9.0,mountain,Sunny
5123,31.0,56,6.5,3.0,clear,1014.66,10,Summer,5.0,coastal,Sunny
5124,33.0,87,11.0,98.0,partly cloudy,1025.58,9,Autumn,10.5,mountain,Sunny
5125,18.0,53,5.0,34.0,partly cloudy,1012.92,4,Summer,5.5,mountain,Cloudy
5126,2.0,69,9.0,57.0,overcast,992.48,0,Winter,1.5,inland,Snowy
5127,20.0,69,4.0,29.0,overcast,1002.96,1,Spring,8.0,mountain,Cloudy
5128,19.0,81,17.0,51.0,partly cloudy,1012.59,1,Summer,3.5,inland,Rainy
5129,31.0,57,5.0,7.0,clear,1018.43,11,Spring,6.0,mountain,Sunny
5130,-1.0,65,15.5,64.0,overcast,981.2,1,Winter,1.5,mountain,Snowy
5131,3.0,91,7.0,98.0,partly cloudy,996.67,1,Winter,5.5,inland,Snowy
5132,2.0,67,2.5,59.0,overcast,981.44,0,Winter,2.0,mountain,Snowy
5133,-7.0,73,22.0,77.0,overcast,985.01,13,Winter,2.0,inland,Snowy
5134,13.0,108,10.0,103.0,partly cloudy,1002.59,14,Winter,5.0,mountain,Cloudy
5135,26.0,84,8.0,67.0,overcast,1013.61,1,Winter,3.5,mountain,Rainy
5136,33.0,67,2.5,15.0,clear,1012.0,6,Autumn,6.0,mountain,Sunny
5137,27.0,95,7.5,71.0,overcast,1019.71,3,Winter,1.5,inland,Rainy
5138,68.0,72,34.5,78.0,overcast,993.38,10,Summer,0.5,inland,Rainy
5139,-3.0,95,19.0,58.0,overcast,995.99,0,Winter,3.5,inland,Snowy
5140,0.0,97,14.0,91.0,partly cloudy,996.84,1,Winter,5.0,inland,Snowy
5141,21.0,56,11.0,47.0,partly cloudy,1019.17,4,Spring,8.0,inland,Cloudy
5142,30.0,76,11.5,78.0,overcast,999.46,2,Summer,5.0,coastal,Rainy
5143,21.0,66,9.5,48.0,partly cloudy,1011.46,4,Winter,9.0,coastal,Cloudy
5144,43.0,44,7.0,10.0,partly cloudy,1022.93,11,Spring,6.5,inland,Sunny
5145,31.0,88,15.0,51.0,overcast,995.1,3,Spring,1.5,inland,Rainy
5146,58.0,72,5.0,89.0,partly cloudy,1016.22,13,Summer,1.0,inland,Cloudy
5147,15.0,73,10.5,71.0,overcast,994.31,3,Winter,4.5,coastal,Rainy
5148,21.0,62,4.0,39.0,overcast,1018.4,4,Spring,6.0,coastal,Cloudy
5149,38.0,31,5.0,13.0,clear,1021.29,9,Winter,10.0,inland,Sunny
5150,32.0,47,7.0,8.0,partly cloudy,1016.25,6,Summer,8.5,mountain,Sunny
5151,-1.0,81,7.0,59.0,overcast,984.68,1,Winter,1.0,inland,Snowy
5152,13.0,67,5.0,37.0,overcast,1003.11,3,Spring,6.5,mountain,Cloudy
5153,-6.0,62,17.5,94.0,overcast,990.21,0,Winter,2.0,inland,Snowy
5154,24.0,65,7.0,1.0,clear,1023.26,7,Autumn,8.0,inland,Sunny
5155,63.0,72,13.5,80.0,overcast,998.96,14,Autumn,0.5,mountain,Rainy
5156,25.0,58,13.0,36.0,partly cloudy,1011.99,4,Autumn,5.5,inland,Cloudy
5157,24.0,36,8.5,4.0,clear,1015.99,9,Spring,7.0,coastal,Sunny
5158,11.0,99,17.0,71.0,overcast,1003.74,3,Summer,1.0,inland,Rainy
5159,17.0,96,8.0,87.0,overcast,1015.92,3,Winter,2.5,inland,Rainy
5160,14.0,73,7.5,22.0,overcast,1018.98,2,Spring,7.0,coastal,Cloudy
5161,29.0,59,7.5,25.0,overcast,1018.43,1,Autumn,6.0,mountain,Cloudy
5162,18.0,83,10.0,75.0,partly cloudy,1004.75,2,Spring,4.0,inland,Rainy
5163,18.0,74,7.5,77.0,partly cloudy,1000.15,0,Autumn,2.0,coastal,Cloudy
5164,21.0,51,3.5,36.0,overcast,1005.74,3,Winter,7.0,mountain,Cloudy
5165,32.0,82,11.0,53.0,partly cloudy,1008.54,2,Winter,1.5,mountain,Rainy
5166,11.0,65,6.0,76.0,partly cloudy,1001.26,0,Autumn,4.5,mountain,Rainy
5167,33.0,51,3.0,0.0,clear,1018.89,8,Winter,7.5,mountain,Sunny
5168,43.0,48,7.5,5.0,clear,1019.42,10,Spring,7.0,coastal,Sunny
5169,3.0,95,6.0,65.0,overcast,988.23,1,Winter,3.5,mountain,Snowy
5170,2.0,86,8.5,80.0,overcast,986.25,0,Winter,4.0,mountain,Snowy
5171,32.0,94,10.0,71.0,overcast,1009.11,2,Summer,1.0,mountain,Rainy
5172,36.0,35,4.5,6.0,clear,1014.81,9,Winter,7.0,inland,Sunny
5173,32.0,91,12.0,80.0,overcast,1008.04,2,Winter,2.0,inland,Rainy
5174,42.0,59,6.5,5.0,clear,1020.51,9,Spring,6.0,inland,Sunny
5175,37.0,31,8.5,5.0,clear,1019.25,9,Autumn,10.0,mountain,Sunny
5176,28.0,69,5.5,71.0,overcast,998.95,1,Spring,3.0,inland,Rainy
5177,-7.0,75,1.5,90.0,overcast,997.69,1,Winter,5.0,inland,Snowy
5178,15.0,87,10.5,51.0,partly cloudy,1013.42,3,Autumn,4.0,inland,Rainy
5179,37.0,26,10.0,5.0,clear,1029.93,6,Autumn,5.5,mountain,Sunny
5180,-2.0,91,8.0,78.0,partly cloudy,998.92,1,Winter,4.0,mountain,Snowy
5181,49.0,72,24.5,75.0,partly cloudy,1012.66,0,Winter,6.0,coastal,Cloudy
5182,23.0,62,5.0,18.0,clear,1016.46,8,Winter,6.5,coastal,Sunny
5183,34.0,31,0.5,10.0,clear,1013.2,8,Summer,7.5,inland,Sunny
5184,27.0,43,7.5,5.0,clear,1011.64,8,Summer,8.0,coastal,Sunny
5185,26.0,86,19.5,99.0,overcast,1003.94,1,Summer,3.0,coastal,Rainy
5186,34.0,84,27.0,89.0,overcast,1016.01,10,Autumn,0.5,inland,Rainy
5187,24.0,89,18.5,63.0,overcast,1017.78,3,Winter,3.5,coastal,Rainy
5188,-2.0,71,12.0,97.0,partly cloudy,990.29,1,Winter,3.0,inland,Snowy
5189,10.0,93,19.5,70.0,partly cloudy,1006.59,2,Summer,2.5,inland,Rainy
5190,34.0,81,6.0,83.0,partly cloudy,993.88,0,Summer,2.5,mountain,Rainy
5191,41.0,79,14.0,17.0,overcast,959.01,14,Summer,1.0,mountain,Rainy
5192,51.0,92,14.0,79.0,clear,1017.62,1,Winter,8.0,inland,Sunny
5193,-9.0,85,17.5,83.0,overcast,998.83,1,Winter,3.0,inland,Snowy
5194,27.0,79,16.5,84.0,overcast,1011.66,3,Summer,3.0,mountain,Rainy
5195,-5.0,77,6.0,63.0,overcast,985.51,0,Winter,4.5,inland,Snowy
5196,42.0,49,1.0,6.0,clear,1021.95,10,Spring,8.0,inland,Sunny
5197,25.0,104,8.0,98.0,overcast,1007.38,13,Winter,6.0,inland,Rainy
5198,27.0,98,17.5,76.0,partly cloudy,1019.41,3,Winter,4.0,coastal,Rainy
5199,0.0,63,6.0,51.0,overcast,985.91,1,Winter,2.5,mountain,Snowy
5200,21.0,100,16.0,94.0,partly cloudy,1012.87,11,Spring,7.0,inland,Cloudy
5201,11.0,36,12.0,73.0,cloudy,1038.85,9,Autumn,15.0,coastal,Rainy
5202,-6.0,30,6.0,50.0,cloudy,1026.11,6,Summer,2.0,mountain,Rainy
5203,34.0,87,17.5,77.0,overcast,999.71,1,Winter,2.0,mountain,Rainy
5204,19.0,83,18.5,56.0,partly cloudy,991.04,2,Autumn,4.5,mountain,Rainy
5205,0.0,98,2.5,55.0,overcast,984.3,1,Winter,3.0,inland,Snowy
5206,10.0,91,11.0,99.0,overcast,996.03,0,Winter,4.0,inland,Rainy
5207,11.0,74,8.0,74.0,partly cloudy,1003.32,12,Summer,10.0,mountain,Cloudy
5208,-17.0,74,8.5,80.0,overcast,1133.14,1,Autumn,10.5,coastal,Snowy
5209,2.0,88,14.0,96.0,overcast,984.93,0,Winter,4.5,mountain,Snowy
5210,-8.0,78,13.0,98.0,partly cloudy,997.98,1,Winter,1.5,mountain,Snowy
5211,-2.0,92,5.0,78.0,overcast,984.89,0,Winter,1.5,mountain,Snowy
5212,-10.0,65,5.5,88.0,overcast,987.23,1,Winter,1.5,mountain,Snowy
5213,30.0,51,8.0,8.0,partly cloudy,1021.17,9,Autumn,8.5,coastal,Sunny
5214,20.0,57,12.5,13.0,partly cloudy,1001.85,2,Spring,6.0,coastal,Cloudy
5215,24.0,42,5.0,3.0,partly cloudy,1013.99,10,Winter,5.0,coastal,Sunny
5216,22.0,38,9.5,15.0,clear,1029.06,6,Spring,9.5,inland,Sunny
5217,19.0,36,6.5,53.0,overcast,828.87,7,Spring,5.0,coastal,Rainy
5218,-19.0,27,5.5,66.0,partly cloudy,929.72,9,Spring,14.5,inland,Cloudy
5219,16.0,58,9.5,13.0,partly cloudy,1003.09,2,Autumn,8.5,coastal,Cloudy
5220,33.0,57,4.0,14.0,clear,1020.51,10,Summer,9.5,coastal,Sunny
5221,4.0,72,16.5,60.0,overcast,987.84,1,Winter,4.0,mountain,Snowy
5222,-1.0,92,16.0,83.0,partly cloudy,993.62,0,Winter,3.5,inland,Snowy
5223,30.0,61,6.0,57.0,overcast,1011.68,3,Winter,1.5,inland,Rainy
